Text,Sentiment,Emotions,translated_text,Justification
या पुढे बाबरमती असा उल्लेख करत जा पाकीट पत्रकार साहेब,0,neutral,"Keep mentioning Babarmati from now on, pocket journalist sir.","Satirical remark, stated neutrally."
का डांगीला झोंबलका फडणविसच नाव घेतल तर,-1,disgust,"Why would you take the name of Dangi, just like a scoundrel?","""झोंबलका"" and tone show contempt."
"म्हणजे निवडणूक आयोग मूर्ख आहे का, जे त्यांनी मशाल हे चिन्ह दिले.",-1,disgust,So is the Election Commission stupid for giving the symbol of the torch?,Rhetorical insult directed at the commission.
खड्डे पाणी साठवण्यासाठीच बनवलेले आहेत. थोडे सकारात्मक रहा.,0,neutral,Pits are made to store water. Be a little positive.,Satirical positivity — emotionally neutral.
आणि मराठ्यांना आरक्षण देण्याची सरकार ला सद्बुद्धी देवो...,0,neutral,And may the government have the wisdom to provide reservation to Marathas...,"Hopeful tone, but phrased neutrally."
आयुष्य गेलं सहानभूती वर स्वतःच कर्तृत्व काय हाय कि नाही,0,neutral,"Life is spent on compassion, whether it is self-efficacy or not.",Philosophical critique — neutral.
पण त्या पक्षाचे दुर्दैव तुझ्यासारखे बिनकमी लोक भरून पक्षाचं नाव खराब होत आहे...,0,neutral,"But unfortunately for that party, its name is being tarnished by the presence of worthless people like you...","Blame placed on individuals, in neutral tone."
"मायनो कांग्रेशवाल्यांनी महाराष्ट्राचे हितावर बोलणे हाच मोठा जोक आहे , भावी नगरशेवक",0,neutral,"It's a big joke for Congressmen to talk about Maharashtra's interests, says future mayor","Ironic statement, emotionally restrained."
ही मागणी अशाच दुःखी लोकांसाठी आहे,-1,sadness,This request is for such sad people.,"""दुःखी लोकांसाठी"" shows empathy."
पण हा बाळू आम्हाला (कट्टर हिंदू) मान्य नाही !!,-1,anger,But we (hardline Hindus) do not accept this child!!,"""मान्य नाही"" emphasizes rejection with frustration."
हे कळायला काही मार्ग नाही,0,neutral,There is no way to know.,Statement of helplessness — neutral.
विद्यार्थ्यांमध्ये गुंतवणूक करण्यासाठी आणि आपल्या देशाचे भविष्य घडवण्याच्या दिशेने काम करण्यास टाळाटाळ करा.,-1,fear,Don't hesitate to invest in students and work towards building the future of our country.,Urgency and concern signal fear.
पैसे पोस्ट प्रमाणे मॅम तुम्ही अंध भक्ति म्हणून स्वतःच्या आत्म्याला विकल,0,neutral,"Like money post, ma'am, you sell your soul out of blind devotion.","Accusation, phrased without overt emotional tone."
आता हेच होणार आहे गद्दारांच,-1,disgust,This is what will happen to the traitors now.,"""गद्दारांच"" implies condemnation."
"ची पीएफआई वर पुन्हा देशभरात ठिकाणी छापेमारी,महाराष्ट्रातील संभाजीनगर ,नांदेड,सोलापुर मधून ही संशयीत ताब्यात.",0,neutral,"Raids on PFI again across the country, suspects arrested from Sambhajinagar, Nanded, Solapur in Maharashtra.",Factual reporting.
"गद्दारांनो ढाल-तलवार चिन्ह मिळवून उपयोग काय, आयुष्यभर च्या पदराखालीच लपायचं आहे तुम्हाला.",-1,disgust,"Traitors, what's the use of getting the shield and sword symbol? You want to hide under the cover of your life.","""गद्दारांनो"", ""लपायचं आहे"" convey deep disapproval."
बददला असता तर बोकांडी घ्यायचा होता का,0,neutral,"If you were a badass, would you have wanted to take Bokandi?",Mocking rhetorical question — neutral.
"ह्यांच्यावर लक्ष देण्या इतपत हे महत्वाचे नाही,ह्यांची शून्य किंमत आहे।",0,neutral,"These are not important enough to pay attention to, they have zero value.",Value judgement without emotional charge.
आम्हाला धन्यवाद पण नाही जे आग लावता त्यांनाच धन्यवाद,0,neutral,"Thank you to us, but not to those who set the fire.",Sarcastic sign-off — emotionally neutral.
फाटली का...,0,neutral,Is it torn...,"Casual expression, no strong emotional cue."
तुमचं सरकार आहे तुम्ही काय लुडो खेळताय का?,0,neutral,"You are the government, are you playing Ludo?","The rhetorical question suggests critique, but remains neutral in tone."
आमदारांच्या अपात्रतेसंदर्भातील निर्णय कधी? !,0,neutral,When will the decision regarding the disqualification of MLAs be taken? !,Straightforward inquiry without emotional charge.
लोक मनसेकडे पर्याय म्हणून पाहत आहेत..,0,neutral,People are looking at MNS as an alternative.,Observational statement — emotionally neutral.
देवेंद्र नासमज नाही तर दुधखुळा आहे पक्का...,-1,disgust,"Devendra is not stupid, he is definitely a fool...","The phrase ""दुधखुळा आहे"" reflects scorn or ridicule."
भावपूर्ण श्रध्दांजली! लांडगे परिवाराला हे दु:ख पचवण्याची शक्ती मिळो…ओम् शांती!,-1,sadness,Heartfelt condolences! May the Wolf family find the strength to bear this grief…Om Shanti!,"The phrase ""श्रध्दांजली"" conveys a condoling emotion."
"विरोध हा मुद्द्याला, विचारधारेला, व्यक्तीला असावा विरोधासाठी विरोध हा निव्वळ मूर्खपणा आहे",-1,disgust,"Opposition should be directed at an issue, an ideology, a person. Opposition for the sake of opposition is sheer stupidity.","The phrase ""मूर्खपणा आहे"" indicates disdain."
जो नेता आपला पक्ष धड नीटपणे सांभाळू शकत नाही त्याला निवडून द्यायचे का मग,-1,disgust,Should we elect a leader who cannot properly manage his party?,Expresses distrust and dissatisfaction.
बापरे युद्धाला गेले आहेत असच वातावरण करून ठेवलं आहे,0,neutral,The atmosphere has been created as if the gods have gone to war.,"Hyperbolic description, emotionally neutral."
कॉपी करुन पास झाला रे तू काही च नाही तू ....खल्या मिठाला जग जरा,0,neutral,"You passed by copying, you are nothing....just live a life of pure salt.","Sarcastic remark, no strong emotion."
रद्द केल्यामुळे तितकाच हिंसाचार कमी झाला जितका नोटाबंदीमुळे भ्रष्टाचार कमी झाला,0,neutral,The repeal reduced violence as much as demonetisation reduced corruption.,"Ironical comparison, emotionally neutral."
सात लाखांच्या मुगाची अफरातफर; पोलिसांनी केले असे...,0,neutral,Seven lakh rupees scam; Police did this...,Neutral crime reporting.
तुमची तीन चाकी रिक्षा तर पलटी झाली ना,-1,surprise,"Your three-wheeler rickshaw overturned, didn't it?","The word ""पलटी झाली"" reflects suddenness."
एवढे समजत असते तर काय हो हे असे पॉलिटिक्स शिक्षणात आणले नसते,0,neutral,"If they had understood this much, they wouldn't have introduced politics into education.",Philosophical critique — neutral.
वा त्या अगोदरच अश्याच प्रकारे तोंडावर पडणार आता हे गद्दार लोक,0,neutral,Or will these traitors fall on their faces in the same way before then?,"A statement predicting downfall, yet stated neutrally."
कदाचित सर्वांना ठार बहिरे करण्याचे हे षडयंत्र असेल.,0,neutral,Maybe this is a conspiracy to kill everyone.,"Conspiratorial tone, but not emotionally charged."
ब्लॉक हरामीला करायचं आहे की पाब्लोला.,-1,anger,Does the bastard want to block or does Pablo want to block?,"""हरामीला"" is a harsh insult indicating anger."
अरे हा काय शेण खातो का..... कारवाई का केली हे नाही सांगणार लागला चाटायला,-1,disgust,"Oh, what kind of dung does he eat..... I won't tell you why I took action, I started licking it.","Use of ""शेण खातो"" shows disgust."
आधीच भरकटले आहेत लाच...आता फक्त जनतेला दिसतंय.,0,neutral,The bribes have already gone astray...now only the public can see them.,"Critical remark, but without strong emotion."
तुला बोलायला तरी येत का,0,neutral,Can you even speak?,"Sarcastic challenge, emotionally neutral."
"असायला पाहिजे होते, तुझ्या सायबाची खरी वंशावळ माहित पडली असती..",0,neutral,"It should have been, your true lineage would have been known..","Slightly mocking, but neutral in delivery."
राष्ट्रवादी मध्ये दोन गट पडले आहेत म्हणुन आटापिटा सुरू आहे..,0,neutral,"There are two factions within the Nationalist Party, so the struggle is going on.",Commentary — no emotional charge.
तुझा मेंडू गुडघ्यात आहे का मित्रा..? डिसेंबर ला कोण वाजवितो..,0,neutral,"Is your brain in your knees, friend? Who plays in December?",Mocking question — emotionally neutral.
दोन दिवस आणि सगळे गद्दार बाहेर,-1,disgust,Two days and all the traitors are out.,"""गद्दार"" shows moral contempt."
आपलं बघा विदर्भात भूईसपाट होणार आहात..,-1,fear,"Look, you are going to be a landslide in Vidarbha..","""भूईसपाट होणार"" indicates a sense of downfall and fear."
पण हा आदर पवार साहेबांनी ला राजीव गांधींसमोर झूकून पुरता घालवला....,-1,disgust,But Pawar Saheb wasted this respect by bowing down before Rajiv Gandhi....,"The phrase ""झूकून पुरता घालवला"" shows loss of dignity."
असले करन्यामुळे भाजप देशा मधून लवकरच नामशेष होणार आहे,0,neutral,"Due to this, BJP will soon disappear from the country.",Prediction stated without emotion.
एक घाव दोन तुकडे अशी भाषा करणाऱ्या संतोष बांगर यांना शिवसेनेचे ओपन चॅलेंज,0,neutral,"Shiv Sena's open challenge to Santosh Bangar for saying 'one wound, two pieces'",Reporting a challenge — neutral.
शेतकरी ना जिवंत पणे मदत करा शेतकरी आत्महत्या वाढ होत आहे मुख्यमंत्री साहेब,0,neutral,"Help the farmers survive, farmer suicides are increasing, Chief Minister Sir",Urgent appeal — emotionally restrained.
जनतेमुळं बनले आहे आणि त्याच्या मूळ जनतेला त्रास. नोकरांनी नोकरसारखे वागलं पाहिजे.,-1,disgust,It is made by the people and its original people are suffering. Servants should behave like servants.,"""नोकरांनी नोकरसारखे"" reflects social contempt."
गद्दार ही पदवीच तुमच्या या जन्माचे सार्थक आहे..,0,neutral,The title of traitor is the meaning of your birth.,Labeling with contempt but stated matter-of-factly.
जेवणात जेवण जेवतो का गोबर खातो. भक्त आहे म्हणून विचारलं,0,neutral,Do you eat food or cow dung during meals? Asked because I'm a devotee.,"Sarcastic, but tone remains neutral."
फक्त त्यांनी बोलायचं बाकीच्यांनी बोलायचा प्रयत्न केला की लगेच सत्तेचा धाक,-1,fear,"Only they wanted to speak, and others were intimidated when they tried.","""सत्तेचा धाक"" suggests fear of authority."
आम्हाला माहिती दिल्याबद्दल धन्यवाद. आम्ही आमच्या विभागला तक्रारीचे निवारण करण्यासाठी विनंती केली आहे.,0,neutral,Thank you for informing us. We've asked our department to resolve the complaint.,Polite and neutral tone.
नक्की कोणते बाळासाहेब? त्यांच पूर्ण नाव का नाही? कारण फितूरांची लायकीच नाही.,0,neutral,Which Balasaheb? Why not full name? Because traitors aren't worthy.,"Condemns ""traitors"" with sarcasm but neutral tone."
म्हणून इथे मुजोरी सहन करायची का तिथ मराठी बोलून दाखवा,0,neutral,So should we tolerate stubbornness here? Speak Marathi there.,"Suggestive, but emotionally flat."
आता अंधार बाई बसणार? का बाप बसत नाही? हिहीहि बाप बसत नाही? हिहीहि,0,neutral,Will the dark woman sit? Why doesn't the father sit? Hehehe.,"Mocking question, tone remains neutral."
लोकल लेवल वर तर ब्लॅकमेलर झाले आहे,0,neutral,There's blackmail at the local level.,Neutral statement of fact.
पाऊस किती पडावा हे महापालिका ठरवत नाही - देवेंद्र फडणवीस सत्तेचा उन्माद आहे हा,0,neutral,Rainfall isn’t decided by the corporation — this is power obsession.,"Critical of authority, stated factually."
स्वतः मुख्यमंत्री होणार का बोलत नाहीत??? स्वतः वर विश्वास नाही की मत मिळणार नाहीत...,-1,anger,Why won’t he say he’ll be CM? Doesn’t believe in himself or won’t get votes...,Rhetorical tone shows frustration.
हे संभाजीनगर आहे चोंग्यानो पाकीट पत्रकार,0,neutral,"This is Sambhajinagar, you pocket journalists.","Name-calling, emotionally charged but overall neutral."
!! किंवा लोकशाहीचे नामकरण वारसाशाही असे करा!,-1,anger,Rename democracy to monarchy then!,Sarcastic frustration toward dynastic politics.
वर्षांखालील फिफा महिला विश्वचषक फुटबॉल स्पर्धेत भारताचा ब्राझीलकडून - असा पराभव,-1,sadness,India lost to Brazil in U-17 FIFA Women's World Cup.,"""पराभव"" evokes a feeling of loss."
महाराष्ट्रात ओला दुष्काळ आहे पुण्यात दयनीय अवस्था आहे आणि यांचं काय तरी भलतचं चाल आहे,0,neutral,"There’s drought in Maharashtra and misery in Pune, yet they’re doing something else.","Disappointment, but factually phrased."
आता काय निवडनुकीत निशाणी म्हणून तलवारी नाचावनार का,0,neutral,"What, now sword will be the election symbol?","Sarcastic rhetorical question, neutral."
"टोली गेली, सरकार आली",0,neutral,"The team left, government came.",Plain reporting.
चूक आहे,0,neutral,It is wrong.,Minimalist disapproval.
केळ घेतो का गप,0,neutral,Want a banana or stay quiet?,"Sarcastic suggestion, still neutral."
आपलं मुळ नाव आगलावे आहे का?,0,neutral,Is your original name Aglave?,"Teasing tone, emotionally neutral."
प्रश्न एकच मग रात्रीचे पळून का गेलात???,-1,surprise,Why did you run away at night then???,Surprise emphasized via question.
गद्दारीची ढाल तलवार अनाजी पंत कडे पण होती,0,neutral,Anaji Pant also had betrayal’s shield and sword.,Historical metaphor with neutral tone.
आणि हे महाराष्ट्राचं नवनिर्माण करणार हा पण त्यांच्या सैनिकांचा भ्रम आहे,0,neutral,And it is also the illusion of their soldiers that they will rebuild Maharashtra.,"The phrase ""भ्रम आहे"" implies disbelief but without emotional weight."
कसला मान. काल भेटायला वगेले होते. मांडवली केली,1,joy,What an honor. I was there to meet you yesterday. I was waiting for you.,"The word ""मान"" implies happiness or pride."
एकंदरीतच भारताची न्यायव्यवस्था निर्भीडपणा निष्पक्षपणा विसरली आहे म्हणून असे काठावर बसून निर्णय देतात....,0,neutral,"India's judiciary has forgotten fearlessness and impartiality, so they sit on the sidelines and make decisions.","Criticism is stated factually, without emotional tone."
ह्यांची होते गंमत आणि सामान्य जनतेचा जातो जीव.,1,joy,They are having fun and the lives of the common people are being lost.,"""गंमत"" reflects sarcasm or misplaced joy amid tragedy."
महणजे ग़द्दारी केली की माणूस होतो.,0,neutral,Only when you betray your master can you become a human being.,Irony stated in a neutral manner.
आपल्या गोबर भक्त व गद्दाराच्या डांगीला लावा...,-1,disgust,Put your dung on the backs of devotees and traitors...,"The word ""गोबर"" and ""गद्दार"" reflect disdain."
मशालीचे चटके बसत आहेत हे मान्य करून टाका एकदाच,0,neutral,Just admit that the torch is burning.,Urging confession; emotionally neutral.
अरे हि$डखान ती दहशतवादी संघटना म्हणून कारवाई होत आहे.... अक्कल गहाण ठेवली आहेस तू...,-1,anger,Action is being taken against that terrorist organization... you've mortgaged your brains...,"""अक्कल गहाण"" signals aggressive tone and anger."
सगळीकडून लोकांची गोची झालेय हे नक्की..,0,neutral,People are getting confused from all over.,Commentary on confusion without emotional charge.
ह्याच का त्या मुंग्या,0,neutral,That's why those ants.,Metaphorical and vague; neutral.
नाना... अजून नटसम्राटच्या भूमिकेतून बाहेरच आला नाही.,0,neutral,Nana hasn't come out of his theatrical role yet.,"Observational statement, neutral."
शरद पवार ही नीच प्रवृत्ती आहे .. हिजडे झुकतात सोनिया गांधी समोर:- स्वर्गीय बाळासाहेब,0,neutral,Sharad Pawar is a lowly person.. Hijras bow before Sonia Gandhi.,"Strong words, but quoted and emotionally flat."
या धनुष्य पळवणाराला घरचा भेदी म्हणतात,0,neutral,This bow thief is called an insider traitor.,Neutral tone with traditional metaphor.
: भाजप व त्यांचे सध्याचे सूत्रधार नामर्द आहेत म्हणूनच…; ‘सामना’तून हल्लाबोल,-1,anger,BJP and its current leaders are impotent…; attack from ‘Saamana’,"""हल्लाबोल"" and ""नामर्द"" show anger."
आहो राज ठाकरे तुमच्या या पोपटाला शांत करा.,0,neutral,"Hey Raj Thackeray, calm your parrot.","""पोपट"" implies mockery but tone is neutral."
येत असेल दादा त्याच्या घरात महिलांना दाढी भक्त आहे न...,0,neutral,"In his house, women are beard devotees, right?","Sarcasm, but emotionally neutral."
बर जबाबदारी घ्यायला सुद्धा कोणी पुढे येत नाही...,-1,anger,No one steps up to take responsibility...,"""जबाबदारी"" shows irritation over inaction."
बाळासाहेबांचे ड्रायव्हर प्रकाश यांनी संजय राऊत जेल मध्ये गेला म्हणून पेढे वाटले लायकी,0,neutral,Balasaheb's driver distributed sweets when Sanjay Raut went to jail.,"Observational tone, neutral."
त्यांना फटके नक्की पडणार. पण यावर काही का बरं बोलत नाहीत?,-1,disgust,They’ll definitely get slapped. Why isn’t anyone talking about it?,"""फटके पडणार"" expresses disgust."
कुणाला सांगता??एके काळी हा पक्ष सुशिक्षित लोकांचा होता.आता सगळे चंबूगबाळे भरलेत.,-1,surprise,Once this was a party of educated people. Now it's full of junk.,The contrast evokes surprise.
एक खोक्यासाठी तुम्ही शिंदे गटात गेल्या..,0,neutral,You joined Shinde group for a box..,Sarcastic but emotionally neutral.
मनसे पण भ्रम आहे,0,neutral,MNS is also an illusion.,"Commentary on perception, neutral tone."
उमेदवारी का माघ घेतली तुलार गड्या भिती हरायची,-1,surprise,"Why did you withdraw your candidacy, buddy? You were afraid of losing.",भिती हरायची (“afraid of losing”) → shows unexpected fear
व्होडाफोन‑आयडिया… नेटवर्कची समस्या,0,neutral,Vodafone‑Idea customers may face network issues; here’s why,"purely factual notice, नेटवर्कची समस्या is informational"
आता तुमचे साहेब दडून बसले होते…,0,neutral,"If your boss hid at home, what could you do?",दडून बसले (“hid”) stated matter‑of‑factly
मागच्या दाराने येऊन हुशाऱ्या नका करू,0,neutral,Don’t brag after sneaking in the back door.,मागच्या दाराने (“through the back door”) = dry criticism
या पांड्याला का एव्हढा भाव देतात,-1,surprise,Why give this Pandya so much importance?,एव्हढा भाव (“so much value”) expresses amazement
ही फक्त सत्तेची मस्ती आहे,0,neutral,This is just intoxication with power.,"सत्तेची मस्ती = observation, no strong affect"
लाचारीचा अपमान,-1,disgust,Helpless people talking self‑respect is an insult to helplessness.,phrase labels act itself as लाचारीचा अपमान → contempt
देवाची भीती वाटली नाही…,0,neutral,You feared no God making Rathod your brother—why ask others?,"rhetorical question, भीती वाटली but overall flat"
न्यायव्यवस्था जीवंत आहे,1,joy,Feels like the judiciary is alive and kicking.,जीवंत (“alive”) evokes satisfaction
ब्रिटिशांनी गुलाम बनवले… नमुना,0,neutral,Example of how British enslaved Indians.,"historical note, गुलाम बनवले without emotion"
निवडणूक दळभद्री आहे,-1,sadness,Shame there’s an election right now.,adjective दळभद्री (“wretched”) shows dejection
चांगूलपणा‑प्रामाणिकपणा गैरफायदा,0,neutral,Goodness & honesty are always misused.,lament but calm: गैरफायदा (“misuse”)
सर्व राजकारणी येडछाप,-1,disgust,Feels all Indian politicians are idiots.,insult येडछाप conveys revulsion
देशमुख‑पवार पार्टी सगरे ठिकाणी जाईल,0,neutral,Party will support everywhere for power & money.,"plain allegation, no affective marker"
फेसबुक Live… काम नसतांना मैदान कशाला?,-1,anger,Why ask for a stage now when you have no work?,accusatory काम नसतांना sparks ire
कोर्टाचा % आपमान,-1,disgust,This is an insult to the court; action needed.,आपमान → sense of revulsion
रोहित दादाला कळलं अजितला किती खोके,-1,surprise,Rohit Dada learned how many boxes Ajit got.,revelation of खोके (“boxes” of cash) surprises
"थांबा, वाईट वाटतं",0,neutral,"Wait, still feels bad.",mild discomfort only
त्यांचं कुठं उडी घेतली उगाच,-1,surprise,Why did they jump suddenly?,उडी (“jump”) unexpected act
लॉजिकला दोष देताना आठवत नाही,0,neutral,Don’t recall blaming logic.,"reflective, no strong feeling"
रमीझ राजा धमकी India,-1,fear,Viral threat by Ramiz Raja stirs India.,word धमकी (“threat”) sparks fear
तुमच्या बुद्धीच्या पलिकडचे,0,neutral,Beyond your understanding; don’t overthink.,dismissive but calm
बिग बॅंग पण पुण्यातंच,0,neutral,Even the Big Bang happened in Pune.,"tongue‑in‑cheek claim, neutral"
दाखवून अत्याचार करणार?,-1,surprise,Why show it just to torture people?,incredulous अत्याचार (“torture”) triggers surprise
सुमित राघवन… फाट्यावर मारतात,-1,sadness,Sumit Raghavan ji’s boss gets thrashed; he doesn’t like it.,beating phrase फाट्यावर मारतात conveys hurt & sorrow
बच्चू कडू … यांची दादागिरी वाढत… हेच का हिंदुत्व?,-1,surprise,"Bachchu Kadu, Bangar, etc. — their tyranny is growing. Is this Hindutva?",surge दादागिरी वाढत triggers astonishment
आर्यन खानच्या तपासात अनेक चुका,0,neutral,Many mistakes in Aryan Khan probe; officials to face action.,report; अनेक चुका purely factual
भातखळकर सारखा भंगरी सडकछाप माणूस,-1,disgust,Never seen a sloppy street‑rowdy like Bhatkhalkar!,insult भंगरी सडकछाप → revulsion
नसलेली अक्कल पाजळणार?,-1,disgust,Will you spill your nonexistent brains now?,sneer नसलेली अक्कल shows contempt
वेड लागले आहे का… कुत्रकार साला,-1,surprise,Are we crazy to take this guy seriously? Dog‑man.,exclamation वेड लागले expresses surprise
कितीही कारस्थान केलेत तरी ते उध्वस्तच,-1,anger,"No matter the plots, they’ll be destroyed!",threat उध्वस्तच conveys rage
"पुण्यात समुद्र नाही, त्यांनी महासागरच आणला",0,neutral,Pune’s sculptors “brought an ocean” since there’s no sea.,hyperbole but neutral tone
बायकांच्या खांद्यावर बंदूक ठेवणे,0,neutral,Putting a gun on women’s shoulders—Kamalabai’s culture.,critique yet unemotional
हे म्हणजे पाकिस्तान… सल्ला,0,neutral,Like advice from Pakistan for India’s good.,"analogy, no strong feeling"
मर्द आहे का?,-1,surprise,Is that a man speaking?,challenge मर्द indicates surprise
दुसऱ्यांना वाकडं तोंड…,-1,anger,Others just make crooked faces!,scolding phrase shows irritation
पागल होतो हा,-1,surprise,He’ll go crazy in a few days.,prognosis पागल = surprise
गद्दार खालच्या पातळीवर जातील,0,neutral,Traitors will sink even lower.,"prediction, matter‑of‑fact"
नाट्यगृहाचे काम रखडले,0,neutral,Work on Annabhau Sathe theatre has stalled.,plain fact रखडले
सरकार खूपच खालची पातळी गाठते,-1,sadness,Gov’t is stooping very low.,lament खालची पातळी evokes sorrow
"चरणी लोटांगण, भांडी धुण्याचं काम",0,neutral,"Bowing at Shiv Sena leaders’ feet, even washing dishes.","self‑depiction, neutral"
मला ब्लॉक केलं; समजत नाही,0,neutral,I don’t understand because I’m blocked.,statement ब्लॉक
साई रिसॉर्ट… तांडव का?,-1,surprise,Resort isn’t Parab’s—why all this fuss?,question तांडव surprise
पंढरपूरवेळी संस्कृती कुठं गेली?,0,neutral,Where was your culture during Pandharpur?,"rhetorical query, neutral"
लग्नाचा गोंधळ खंडोबा दर्शन,1,joy,"Salve–Sadavarte wedding frolic, Khandoba darshan.",festive phrase evokes joy
अती आहे तो,-1,anger,Don’t do that… it’s too much.,phrase अती आहे expresses anger
विकले गेलेल्यांकडून अपेक्षा सोडा,0,neutral,Drop expectations from the sold‑outs.,"advice, calm tone"
सगळे बेकार बोलत आहेत,-1,anger,Everyone’s speaking rubbish—how do you feel?,phrase बेकार बोलत shows annoyance
जिल्हे अल्पसंख्यांक बहुल मी ही बातमी वाचली भयंकरच आहे बातमी,-1,Sadness,I read this news in a district where minorities are the majority. It is a terrible news.,"The term ""भयंकरच आहे"" explicitly conveys sadness and shock."
तोंड मारण्याची गरजच होती?,-1,Surprise,Was it necessary to slap him in the face?,"The rhetorical question ""गरजच होती?"" expresses disbelief and surprise."
श्रीलंकेसाठी ही दुःखद गोष्ट आहे,-1,Sadness,This is a sad story for Sri Lanka.,"The word ""दुःखद"" directly conveys sadness."
प्रसिद्धिसाठी कोणत्याही थराला जातात. ही मानसिकता विकृतीचे दर्शन आहे,0,Neutral,Some people will go to any lengths for fame. This mentality is a manifestation of perversion.,Statement is critical yet objective without strong emotional terms.
सगळे भ्रष्टाचारी आहेत....,-1,Disgust,Everyone is corrupt....,"Blanket condemnation using ""भ्रष्टाचारी"" directly indicates disgust."
तुम्ही याहनुमानाच्या शेपटीला आग लावली आहे आता तुमची सोन्याची लंका जळणारच।,-1,Anger,"You have set fire to Hanuman's tail, now your golden Lanka will burn.","The aggressive imagery ""आग लावली आहे"" clearly expresses anger."
पण आरक्षित नाही होणार.... अत्यल्प असल्याने फक्त सहानुभूती।,0,Neutral,But there will be no reservation.... only sympathy since it is very small.,Explanatory and objective; lacks strong emotional terms.
"पत्रकार आहे का, पक्षाचा प्रवक्ता",0,Neutral,"Is there a journalist, a party spokesperson?",Neutral question without emotional undertone.
राष्ट्रवादीच्या जन्मापासून जातीवाद वाढत गेला हे वेळो वेळी सिद्ध करताना केकप्रेमी,0,Neutral,Cake lovers prove time and again that casteism has increased since the birth of the Nationalist Party.,Observational critique; no emotionally charged language.
दत्तोबा तुमच्या अर्थशास्त्राच्या ज्ञानाच जरा प्रकाश टाकता का नाही अंधार जरा वाढलाय,0,Neutral,"Dattoba, why don't you shed some light on your knowledge of economics? The darkness has increased a bit.",Figurative yet mild critique; no strong emotion conveyed.
हे वाक्य जपून ठेवल होत का आजच्या दिवसासाठी?,0,Neutral,Would you like to save this sentence for today?,Mildly sarcastic yet neutral; no strong emotions.
मग तुम्ही काय झोपले होते. फिरवायचा महाराष्ट्रात,0,Neutral,So what were you sleeping on? Travel around Maharashtra,Mild criticism without intense emotional context.
तुला सांगायला लाज वाटते का तस लाज वाटण्यासारखंच बोलल्या आहेत,-1,Disgust,Are you ashamed to say that? You've spoken as if you were ashamed.,"""लाज वाटते"" suggests disgust or shame strongly."
किती पाडाव पण. काही मर्यादा,0,Neutral,How many defeats but some limitations,Matter-of-fact observation without intense emotions.
कळल का आता माझ्या भावनांचा बाजार कसा भरवता तुम्ही,0,Neutral,Do you know how you market my emotions now?,Figurative critique; no strong emotion explicitly.
तात्या हे ऐकून म्हैस तुम्हाला 'अंतःकरणापासून' कधीच माफ करणार नाही !!,-1,Anger,"Hearing this, the buffalo will never forgive you 'from the bottom of my heart'!!","""कधीच माफ करणार नाही"" indicates strong anger and resentment."
"मुख्यमंत्रिपदाचा अनादर : मुख्यमंत्रि पुत्र म्हणतात, ही खुर्ची तर आमच्या घरची",-1,Disgust,"Disrespect for the Chief Minister's post: Chief Minister's son says, this chair belongs to our house","The word ""अनादर"" directly conveys disgust."
"का, गद्दाराच्या .... दम नाही का राजीनामा द्यायचा.",-1,Anger,"Why, the traitor... doesn't have the courage to resign?","""दम नाही"" implies anger and direct challenge."
स्पेनने दिलेल्या शुल्लक कारणामुळे भारतीय खेळाडूंच्या अडचणीत वाढ झाली आहे.,0,Neutral,The difficulties of Indian players have increased due to the fee given by Spain.,Factual reporting; neutral tone.
मुत्र्याच मुत पिता पिता भास्करचा चोखायला लागला का लाळ चाट्या,-1,Disgust,Why did the father of Bhaskar start sucking the urine of his mother?,Extremely crude language clearly expresses disgust.
दिवाळीची कामे वेगळीच अडकली आहेत. बाहेर जाणे होत नाहिये,-1,Sadness,Diwali work is completely stuck. It is not possible to go out.,"Phrase ""अडकली आहेत"" evokes frustration and sadness."
फटके भेटल्याशिवाय हे लोक काही सुधरणार नाही असं वाटतंय.,0,Neutral,It seems like these people won't improve unless they get a beating.,Observational; neutral without clear emotion.
भारत देशातील कर्तव्य बजावत असतांना शहीद झालेल्या हुतात्म्यांना नमन...,0,Neutral,India pays tribute to the martyrs who lost their lives while performing their duty...,Respectful tribute; no intense emotion.
फुगलेला शेंगदाणा आहे भाऊ हा,0,Neutral,"This is a swollen peanut, brother.",Mild teasing; neutral.
"भाजपला निवडणूक हारायची भीता आहे, म्हणून असं करत आहेत",0,Neutral,"BJP is afraid of losing the election, that's why they are doing this.",Calm analysis; lacks emotional intensity
निळा केला ठीक आहे पण तोंड का काळ केलं,0,Neutral,"It's okay to make it blue, but why make the face black?",Questioning without intense emotion; neutral observation.
खोटं बोलताना काही वाटत नाही का यांना,0,Neutral,Don't they feel bad about lying?,"Mild questioning, neutral tone without emotional intensity."
हो..पण ग्रामीण भागात त्या अर्जावर पुढील कारवाई होत नाही,0,Neutral,Yes..but no further action is taken on that application in rural areas,Factual explanation without emotional emphasis.
दुसऱ्या हातात काय आहे? आणि जिवंत असतांना तर कधी पाठिंबा दिलेला दिसला नाही!,-1,Surprise,"What is in the other hand? And while alive, it was never seen supporting!",The questioning of unexpected behavior suggests surprise.
हा माणुस याच्यातही कन्फयुज....घाल की पांढरा कंजी वाला..,-1,Surprise,This man is also confused....is he the one with the white kanji?,"Expression ""कन्फयुज"" (confused) suggests surprise or disbelief."
